player_display_name,recent_team,week,season,opponent_team,headshot_url,fantasy_points,fantasy_points_ppr,carries,rushing_yards,rushing_tds,targets,target_share,receptions,receiving_yards,receiving_tds,rb_points_allowed,rb_rank_allowed
Kenneth Walker III,SEA,15,2023,PHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ielqdthtspzi0ufvs4tw",17.2,20.2,19,86.0,1,3,0.09375,3,26.0,0,16.7,1.0
Kenneth Walker III,SEA,16,2023,TEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ielqdthtspzi0ufvs4tw",5.6,6.6,16,54.0,0,2,0.055555556,1,2.0,0,17.2,9.0
Kenneth Walker III,SEA,17,2023,PIT,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ielqdthtspzi0ufvs4tw",13.5,16.5,10,53.0,1,3,0.09090909,3,22.0,0,20.4,16.0
Kenneth Walker III,SEA,18,2023,ARI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ielqdthtspzi0ufvs4tw",8.1,9.1,17,78.0,0,1,0.03846154,1,3.0,0,25.7,18.0
Israel Abanikanda,NYJ,11,2023,BUF,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ythhca1bq2bjbhgfyf9o",1.6,2.6,1,11.0,0,2,0.071428575,1,5.0,0,18.6,27.0
Israel Abanikanda,NYJ,14,2023,HOU,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ythhca1bq2bjbhgfyf9o",-0.1,-0.1,3,-1.0,0,0,,0,0.0,0,17.6,19.0
Israel Abanikanda,NYJ,15,2023,MIA,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ythhca1bq2bjbhgfyf9o",1.9,3.9,4,8.0,0,2,0.060606062,2,11.0,0,17.7,13.0
Israel Abanikanda,NYJ,16,2023,WAS,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ythhca1bq2bjbhgfyf9o",4.3,4.3,9,43.0,0,0,,0,0.0,0,23.4,2.0
Israel Abanikanda,NYJ,17,2023,CLE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ythhca1bq2bjbhgfyf9o",3.0,7.0,2,3.0,0,7,0.1590909,4,27.0,0,17.2,31.0
Israel Abanikanda,NYJ,18,2023,NE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ythhca1bq2bjbhgfyf9o",0.6,0.6,3,6.0,0,0,,0,0.0,0,17.8,15.0
Eric Gray,NYG,5,2023,MIA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ijjxwxv1ccyowzhpuw2k",2.6,3.6,12,25.0,0,1,0.033333335,1,1.0,0,17.7,13.0
Eric Gray,NYG,6,2023,BUF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ijjxwxv1ccyowzhpuw2k",0.2,0.2,1,2.0,0,0,,0,0.0,0,18.6,27.0
Eric Gray,NYG,15,2023,NO,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ijjxwxv1ccyowzhpuw2k",0.6,3.6,0,0.0,0,4,0.11764706,3,6.0,0,16.5,23.0
Eric Gray,NYG,17,2023,LA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ijjxwxv1ccyowzhpuw2k",0.8,1.8,1,2.0,0,1,0.025641026,1,6.0,0,,
Eric Gray,NYG,18,2023,PHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ijjxwxv1ccyowzhpuw2k",2.8,3.8,3,19.0,0,1,0.03125,1,9.0,0,16.7,1.0
Evan Hull,IND,1,2023,JAX,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ujeotuzljtwd4wtzbuse",0.7,1.7,1,1.0,0,1,0.025641026,1,6.0,0,17.8,11.0
Keaton Mitchell,BAL,7,2023,DET,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ubl4gwglxlbxzku0qta9",0.9,1.9,0,0.0,0,1,0.035714287,1,9.0,0,14.0,4.0
Keaton Mitchell,BAL,9,2023,SEA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ubl4gwglxlbxzku0qta9",19.4,20.4,9,138.0,1,1,0.03125,1,-4.0,0,23.8,12.0
Keaton Mitchell,BAL,10,2023,CLE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ubl4gwglxlbxzku0qta9",12.6,13.6,3,34.0,1,2,0.08695652,1,32.0,0,17.2,31.0
Keaton Mitchell,BAL,11,2023,CIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ubl4gwglxlbxzku0qta9",4.1,5.1,8,33.0,0,1,0.04347826,1,8.0,0,19.6,10.0
Keaton Mitchell,BAL,12,2023,LAC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ubl4gwglxlbxzku0qta9",8.9,10.9,9,64.0,0,2,0.06666667,2,25.0,0,20.6,3.0
Keaton Mitchell,BAL,14,2023,LA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ubl4gwglxlbxzku0qta9",6.2,7.2,9,54.0,0,2,0.05,1,8.0,0,,
Keaton Mitchell,BAL,15,2023,JAX,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ubl4gwglxlbxzku0qta9",8.8,10.8,9,73.0,0,2,0.08695652,2,15.0,0,17.8,11.0
Bijan Robinson,ATL,1,2023,CAR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",14.3,20.3,10,56.0,0,6,0.33333334,6,27.0,1,23.7,29.0
Bijan Robinson,ATL,2,2023,GB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",17.2,21.2,19,124.0,0,5,0.16666667,4,48.0,0,20.4,17.0
Bijan Robinson,ATL,3,2023,DET,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",6.0,10.0,10,33.0,0,6,0.15789473,4,27.0,0,14.0,4.0
Bijan Robinson,ATL,4,2023,JAX,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",13.7,18.7,14,105.0,0,5,0.16666667,5,32.0,0,17.8,11.0
Bijan Robinson,ATL,5,2023,HOU,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",9.8,11.8,14,46.0,0,2,0.05263158,2,12.0,1,17.6,19.0
Bijan Robinson,ATL,6,2023,WAS,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",8.0,13.0,13,37.0,0,8,0.18181819,5,43.0,0,23.4,2.0
Bijan Robinson,ATL,7,2023,TB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",0.3,0.3,1,3.0,0,0,,0,0.0,0,15.6,8.0
Bijan Robinson,ATL,8,2023,TEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",12.2,12.2,11,62.0,1,5,0.15151516,0,0.0,0,17.2,9.0
Bijan Robinson,ATL,9,2023,MIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",3.9,5.9,11,51.0,0,4,0.11764706,2,8.0,0,17.1,6.0
Bijan Robinson,ATL,10,2023,ARI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",16.6,17.6,22,95.0,1,2,0.10526316,1,11.0,0,25.7,18.0
Bijan Robinson,ATL,12,2023,NO,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",24.3,27.3,16,91.0,1,6,0.3,3,32.0,1,16.5,23.0
Bijan Robinson,ATL,13,2023,NYJ,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",7.9,10.9,18,53.0,0,5,0.2,3,26.0,0,22.8,32.0
Bijan Robinson,ATL,14,2023,TB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",14.8,19.8,10,34.0,1,7,0.17948718,5,54.0,0,15.6,8.0
Bijan Robinson,ATL,15,2023,CAR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",-0.6,0.4,7,11.0,0,3,0.15789473,1,3.0,0,23.7,29.0
Bijan Robinson,ATL,16,2023,IND,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",12.2,19.2,12,72.0,0,10,0.3125,7,50.0,0,23.7,21.0
Bijan Robinson,ATL,17,2023,CHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",8.6,11.6,15,75.0,0,4,0.125,3,11.0,0,21.0,22.0
Bijan Robinson,ATL,18,2023,NO,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",19.1,26.1,11,28.0,0,8,0.23529412,7,103.0,1,16.5,23.0
Kendre Miller,NO,3,2023,GB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wyj0lpna5gbhvyfiqnis",3.4,4.4,9,34.0,0,1,0.029411765,1,0.0,0,20.4,17.0
Kendre Miller,NO,4,2023,TB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wyj0lpna5gbhvyfiqnis",0.8,1.8,1,3.0,0,1,0.02631579,1,5.0,0,15.6,8.0
Kendre Miller,NO,5,2023,NE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wyj0lpna5gbhvyfiqnis",9.0,13.0,12,37.0,0,4,0.16,4,53.0,0,17.8,15.0
Kendre Miller,NO,6,2023,HOU,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wyj0lpna5gbhvyfiqnis",1.2,2.2,2,-1.0,0,2,0.04347826,1,13.0,0,17.6,19.0
Kendre Miller,NO,8,2023,IND,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wyj0lpna5gbhvyfiqnis",1.9,2.9,3,10.0,0,1,0.03448276,1,9.0,0,23.7,21.0
Kendre Miller,NO,9,2023,CHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wyj0lpna5gbhvyfiqnis",3.1,4.1,1,0.0,0,1,0.03125,1,31.0,0,21.0,22.0
Kendre Miller,NO,18,2023,ATL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wyj0lpna5gbhvyfiqnis",13.9,14.9,13,73.0,1,1,0.04,1,6.0,0,16.0,28.0
Tank Bigsby,JAX,1,2023,IND,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwl0kijb59dp20m3hs3u",7.3,7.3,7,13.0,1,1,0.03125,0,0.0,0,23.7,21.0
Tank Bigsby,JAX,3,2023,HOU,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwl0kijb59dp20m3hs3u",7.0,7.0,2,10.0,1,1,0.025,0,0.0,0,17.6,19.0
Tank Bigsby,JAX,4,2023,ATL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwl0kijb59dp20m3hs3u",1.0,1.0,3,10.0,0,0,,0,0.0,0,16.0,28.0
Tank Bigsby,JAX,5,2023,BUF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwl0kijb59dp20m3hs3u",0.8,0.8,3,8.0,0,0,,0,0.0,0,18.6,27.0
Tank Bigsby,JAX,6,2023,IND,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwl0kijb59dp20m3hs3u",0.8,1.8,3,2.0,0,1,0.035714287,1,6.0,0,23.7,21.0
Tank Bigsby,JAX,7,2023,NO,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwl0kijb59dp20m3hs3u",0.2,0.2,2,2.0,0,0,,0,0.0,0,16.5,23.0
Tank Bigsby,JAX,8,2023,PIT,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwl0kijb59dp20m3hs3u",-1.1,-1.1,3,9.0,0,0,,0,0.0,0,20.4,16.0
Tank Bigsby,JAX,10,2023,SF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwl0kijb59dp20m3hs3u",0.5,0.5,3,5.0,0,1,0.032258064,0,0.0,0,16.2,14.0
Tank Bigsby,JAX,11,2023,TEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwl0kijb59dp20m3hs3u",2.1,2.1,9,21.0,0,0,,0,0.0,0,17.2,9.0
Tank Bigsby,JAX,12,2023,HOU,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwl0kijb59dp20m3hs3u",0.6,0.6,1,6.0,0,0,,0,0.0,0,17.6,19.0
Tank Bigsby,JAX,15,2023,BAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwl0kijb59dp20m3hs3u",-0.2,-0.2,1,-2.0,0,0,,0,0.0,0,16.7,24.0
Tank Bigsby,JAX,17,2023,CAR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwl0kijb59dp20m3hs3u",3.2,3.2,10,32.0,0,0,,0,0.0,0,23.7,29.0
Tank Bigsby,JAX,18,2023,TEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwl0kijb59dp20m3hs3u",1.6,1.6,3,16.0,0,0,,0,0.0,0,17.2,9.0
Chase Brown,CIN,2,2023,BAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rxzzjpgjgjsmmkekp6zu",0.2,0.2,1,2.0,0,0,,0,0.0,0,16.7,24.0
Chase Brown,CIN,4,2023,TEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rxzzjpgjgjsmmkekp6zu",-0.3,0.7,0,0.0,0,1,0.037037037,1,-3.0,0,17.2,9.0
Chase Brown,CIN,5,2023,ARI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rxzzjpgjgjsmmkekp6zu",0.2,1.2,0,0.0,0,1,0.022727273,1,2.0,0,25.7,18.0
Chase Brown,CIN,6,2023,SEA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rxzzjpgjgjsmmkekp6zu",1.2,2.2,1,4.0,0,1,0.028571429,1,8.0,0,23.8,12.0
Chase Brown,CIN,13,2023,JAX,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rxzzjpgjgjsmmkekp6zu",6.1,6.1,9,61.0,0,0,,0,0.0,0,17.8,11.0
Chase Brown,CIN,14,2023,IND,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rxzzjpgjgjsmmkekp6zu",16.5,19.5,8,25.0,0,3,0.12,3,80.0,1,23.7,21.0
Chase Brown,CIN,15,2023,MIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rxzzjpgjgjsmmkekp6zu",5.1,8.1,7,23.0,0,3,0.075,3,28.0,0,17.1,6.0
Chase Brown,CIN,16,2023,PIT,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rxzzjpgjgjsmmkekp6zu",2.4,4.4,4,16.0,0,2,0.05,2,8.0,0,20.4,16.0
Chase Brown,CIN,17,2023,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rxzzjpgjgjsmmkekp6zu",2.8,4.8,3,5.0,0,2,0.06451613,2,23.0,0,17.8,30.0
Chase Brown,CIN,18,2023,CLE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rxzzjpgjgjsmmkekp6zu",5.3,6.3,11,43.0,0,2,0.071428575,1,10.0,0,17.2,31.0
Chris Rodriguez Jr.,WAS,1,2023,ARI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z5nbh1nza9je683o17h1",0.7,0.7,3,7.0,0,0,,0,0.0,0,25.7,18.0
Chris Rodriguez Jr.,WAS,6,2023,ATL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z5nbh1nza9je683o17h1",2.3,2.3,4,23.0,0,0,,0,0.0,0,16.0,28.0
Chris Rodriguez Jr.,WAS,7,2023,NYG,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z5nbh1nza9je683o17h1",3.1,3.1,7,31.0,0,0,,0,0.0,0,21.8,5.0
Chris Rodriguez Jr.,WAS,11,2023,NYG,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z5nbh1nza9je683o17h1",2.8,3.8,6,43.0,0,1,0.023809524,1,5.0,0,21.8,5.0
Chris Rodriguez Jr.,WAS,12,2023,DAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z5nbh1nza9je683o17h1",2.1,2.1,4,21.0,0,0,,0,0.0,0,17.3,26.0
Chris Rodriguez Jr.,WAS,13,2023,MIA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z5nbh1nza9je683o17h1",2.9,2.9,7,29.0,0,0,,0,0.0,0,17.7,13.0
Chris Rodriguez Jr.,WAS,15,2023,LA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z5nbh1nza9je683o17h1",3.5,3.5,10,35.0,0,0,,0,0.0,0,,
Chris Rodriguez Jr.,WAS,16,2023,NYJ,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z5nbh1nza9je683o17h1",18.5,19.5,10,58.0,2,1,0.03125,1,7.0,0,22.8,32.0
Deuce Vaughn,DAL,1,2023,NYG,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uzxaeh4dssbmvz3lwaan",0.8,0.8,6,8.0,0,0,,0,0.0,0,21.8,5.0
Deuce Vaughn,DAL,2,2023,NYJ,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uzxaeh4dssbmvz3lwaan",3.2,6.2,3,16.0,0,3,0.08108108,3,16.0,0,22.8,32.0
Deuce Vaughn,DAL,4,2023,NE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uzxaeh4dssbmvz3lwaan",1.1,2.1,8,9.0,0,1,0.027777778,1,2.0,0,17.8,15.0
Deuce Vaughn,DAL,5,2023,SF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uzxaeh4dssbmvz3lwaan",0.8,1.8,3,7.0,0,1,0.03846154,1,1.0,0,16.2,14.0
Deuce Vaughn,DAL,10,2023,NYG,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uzxaeh4dssbmvz3lwaan",0.9,1.9,1,-2.0,0,1,0.022727273,1,11.0,0,21.8,5.0
Deuce Vaughn,DAL,17,2023,DET,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uzxaeh4dssbmvz3lwaan",1.2,2.2,2,2.0,0,1,0.027027028,1,10.0,0,14.0,4.0
Jordan Mims,NO,18,2023,ATL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvamfcrdqvkwtnpgmzdh",0.0,0.0,0,0.0,0,2,0.08,0,0.0,0,16.0,28.0
Chris Brooks,MIA,3,2023,DEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uuahiqarbpnfv8xlihlu",6.6,6.6,9,66.0,0,0,,0,0.0,0,24.7,25.0
Chris Brooks,MIA,6,2023,CAR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uuahiqarbpnfv8xlihlu",2.8,2.8,6,28.0,0,0,,0,0.0,0,23.7,29.0
Chris Brooks,MIA,17,2023,BAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uuahiqarbpnfv8xlihlu",1.2,1.2,4,12.0,0,0,,0,0.0,0,16.7,24.0
Emari Demercado,ARI,2,2023,NYG,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pvd4nrkfpg8h1yamerrr",0.5,2.5,1,-2.0,0,2,0.06896552,2,7.0,0,21.8,5.0
Emari Demercado,ARI,3,2023,DAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pvd4nrkfpg8h1yamerrr",0.2,0.2,2,2.0,0,0,,0,0.0,0,17.3,26.0
Emari Demercado,ARI,4,2023,SF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pvd4nrkfpg8h1yamerrr",2.4,5.4,1,3.0,0,4,0.09756097,3,21.0,0,16.2,14.0
Emari Demercado,ARI,5,2023,CIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pvd4nrkfpg8h1yamerrr",11.7,12.7,10,45.0,1,3,0.1,1,12.0,0,19.6,10.0
Emari Demercado,ARI,6,2023,LA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pvd4nrkfpg8h1yamerrr",1.7,2.7,2,11.0,0,1,0.02631579,1,6.0,0,,
Emari Demercado,ARI,7,2023,SEA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pvd4nrkfpg8h1yamerrr",7.5,11.5,13,58.0,0,5,0.15151516,4,17.0,0,23.8,12.0
Emari Demercado,ARI,8,2023,BAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pvd4nrkfpg8h1yamerrr",7.9,8.9,20,78.0,0,1,0.027777778,1,1.0,0,16.7,24.0
Emari Demercado,ARI,12,2023,LA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pvd4nrkfpg8h1yamerrr",1.5,1.5,3,15.0,0,0,,0,0.0,0,,
Emari Demercado,ARI,15,2023,SF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pvd4nrkfpg8h1yamerrr",13.0,14.0,4,64.0,1,3,0.078947365,1,6.0,0,16.2,14.0
Emari Demercado,ARI,16,2023,CHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pvd4nrkfpg8h1yamerrr",5.0,12.0,2,10.0,0,8,0.21621622,7,40.0,0,21.0,22.0
Emari Demercado,ARI,17,2023,PHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pvd4nrkfpg8h1yamerrr",0.9,1.9,0,0.0,0,3,0.09677419,1,9.0,0,16.7,1.0
Jaleel McLaughlin,DEN,1,2023,LV,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ndqnhudqtipzrnzslyla",-0.7,0.3,0,0.0,0,1,0.03125,1,-7.0,0,20.8,20.0
Jaleel McLaughlin,DEN,2,2023,WAS,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ndqnhudqtipzrnzslyla",6.5,6.5,1,5.0,1,0,,0,0.0,0,23.4,2.0
Jaleel McLaughlin,DEN,3,2023,MIA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ndqnhudqtipzrnzslyla",1.5,1.5,5,15.0,0,0,,0,0.0,0,17.7,13.0
Jaleel McLaughlin,DEN,4,2023,CHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ndqnhudqtipzrnzslyla",16.4,19.4,7,72.0,0,3,0.115384616,3,32.0,1,21.0,22.0
Jaleel McLaughlin,DEN,5,2023,NYJ,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ndqnhudqtipzrnzslyla",14.9,17.9,9,68.0,0,4,0.14814815,3,21.0,1,22.8,32.0
Jaleel McLaughlin,DEN,6,2023,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ndqnhudqtipzrnzslyla",4.2,6.2,7,30.0,0,2,0.09090909,2,12.0,0,17.8,30.0
Jaleel McLaughlin,DEN,7,2023,GB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ndqnhudqtipzrnzslyla",4.6,5.6,5,45.0,0,2,0.083333336,1,1.0,0,20.4,17.0
Jaleel McLaughlin,DEN,8,2023,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ndqnhudqtipzrnzslyla",3.9,5.9,4,33.0,0,2,0.11111111,2,6.0,0,17.8,30.0
Jaleel McLaughlin,DEN,10,2023,BUF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ndqnhudqtipzrnzslyla",1.2,3.2,6,8.0,0,2,0.06896552,2,4.0,0,18.6,27.0
Jaleel McLaughlin,DEN,11,2023,MIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ndqnhudqtipzrnzslyla",1.5,6.5,1,1.0,0,5,0.15625,5,14.0,0,17.1,6.0
Jaleel McLaughlin,DEN,12,2023,CLE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ndqnhudqtipzrnzslyla",0.4,0.4,2,4.0,0,0,,0,0.0,0,17.2,31.0
Jaleel McLaughlin,DEN,13,2023,HOU,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ndqnhudqtipzrnzslyla",2.1,4.1,4,15.0,0,2,0.083333336,2,6.0,0,17.6,19.0
Jaleel McLaughlin,DEN,14,2023,LAC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ndqnhudqtipzrnzslyla",3.2,4.2,5,25.0,0,2,0.06666667,1,7.0,0,20.6,3.0
Jaleel McLaughlin,DEN,15,2023,DET,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ndqnhudqtipzrnzslyla",1.8,3.8,2,2.0,0,3,0.09375,2,16.0,0,14.0,4.0
Jaleel McLaughlin,DEN,16,2023,NE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ndqnhudqtipzrnzslyla",6.7,10.7,6,37.0,0,5,0.14285715,4,30.0,0,17.8,15.0
Jaleel McLaughlin,DEN,17,2023,LAC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ndqnhudqtipzrnzslyla",6.2,9.2,8,44.0,0,3,0.1,3,18.0,0,20.6,3.0
Jaleel McLaughlin,DEN,18,2023,LV,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ndqnhudqtipzrnzslyla",0.6,0.6,4,6.0,0,0,,0,0.0,0,20.8,20.0
Emanuel Wilson,GB,2,2023,ATL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hpscbhsmjocm8kmwfbuc",0.5,0.5,3,5.0,0,0,,0,0.0,0,16.0,28.0
Emanuel Wilson,GB,3,2023,NO,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hpscbhsmjocm8kmwfbuc",1.2,2.2,2,6.0,0,1,0.023255814,1,6.0,0,16.5,23.0
Emanuel Wilson,GB,7,2023,DEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hpscbhsmjocm8kmwfbuc",2.7,4.7,2,19.0,0,2,0.0625,2,8.0,0,24.7,25.0
Emanuel Wilson,GB,9,2023,LA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hpscbhsmjocm8kmwfbuc",4.3,4.3,4,43.0,0,0,,0,0.0,0,,
Emanuel Wilson,GB,11,2023,LAC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hpscbhsmjocm8kmwfbuc",2.1,3.1,3,12.0,0,2,0.05263158,1,9.0,0,20.6,3.0
Emanuel Wilson,GB,19,2023,DAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hpscbhsmjocm8kmwfbuc",2.0,2.0,8,20.0,0,0,,0,0.0,0,17.3,26.0
Emanuel Wilson,GB,20,2023,SF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hpscbhsmjocm8kmwfbuc",2.7,3.7,4,16.0,0,1,0.030303031,1,11.0,0,16.2,14.0
Elijah Dotson,LAC,2,2023,TEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yx9vzbdqe6khlgdanbk3",1.9,3.9,4,6.0,0,2,0.051282052,2,13.0,0,17.2,9.0
Sean Tucker,TB,1,2023,MIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pgc1uq4p5euuc9lkaphf",2.4,4.4,5,15.0,0,2,0.0625,2,9.0,0,17.1,6.0
Sean Tucker,TB,2,2023,CHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pgc1uq4p5euuc9lkaphf",0.7,0.7,8,7.0,0,0,,0,0.0,0,21.0,22.0
Sean Tucker,TB,3,2023,PHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pgc1uq4p5euuc9lkaphf",0.1,0.1,2,1.0,0,0,,0,0.0,0,16.7,1.0
Roschon Johnson,CHI,1,2023,GB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/skajjk8i3zdrvzqmucww",11.5,17.5,5,20.0,1,7,0.19444445,6,35.0,0,20.4,17.0
