player_display_name,recent_team,week,season,opponent_team,headshot_url,fantasy_points,fantasy_points_ppr,targets,target_share,receptions,receiving_yards,receiving_tds,te_points_allowed,te_rank_allowed
Mike Gesicki,NE,12,2023,NYG,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zabpknonv9ozmkyw4qqt",0.0,0.0,2,0.057142857,0,0.0,0,8.3,22.0
Mike Gesicki,NE,15,2023,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zabpknonv9ozmkyw4qqt",0.7,1.7,2,0.06451613,1,7.0,0,7.8,32.0
Mike Gesicki,NE,16,2023,DEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zabpknonv9ozmkyw4qqt",7.5,9.5,2,0.06451613,2,15.0,1,13.3,9.0
Mike Gesicki,NE,17,2023,BUF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zabpknonv9ozmkyw4qqt",3.5,7.5,6,0.25,4,35.0,0,8.1,26.0
Mike Gesicki,NE,18,2023,NYJ,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zabpknonv9ozmkyw4qqt",0.5,1.5,3,0.10344828,1,5.0,0,10.6,6.0
Hayden Hurst,CAR,1,2023,ATL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qxvkvmi2fphxjqyb21nv",10.1,15.1,7,0.22580644,5,41.0,1,10.5,4.0
Hayden Hurst,CAR,2,2023,NO,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qxvkvmi2fphxjqyb21nv",2.0,5.0,3,0.09677419,3,20.0,0,9.5,17.0
Hayden Hurst,CAR,3,2023,SEA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qxvkvmi2fphxjqyb21nv",1.1,2.1,3,0.05263158,1,11.0,0,9.5,10.0
Hayden Hurst,CAR,4,2023,MIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qxvkvmi2fphxjqyb21nv",0.7,1.7,3,0.09677419,1,7.0,0,8.6,7.0
Hayden Hurst,CAR,5,2023,DET,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qxvkvmi2fphxjqyb21nv",2.1,5.1,3,0.08571429,3,21.0,0,10.7,23.0
Hayden Hurst,CAR,6,2023,MIA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qxvkvmi2fphxjqyb21nv",1.6,2.6,3,0.08571429,1,16.0,0,9.9,30.0
Hayden Hurst,CAR,8,2023,HOU,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qxvkvmi2fphxjqyb21nv",0.0,0.0,2,0.06451613,0,0.0,0,11.0,15.0
Hayden Hurst,CAR,9,2023,IND,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qxvkvmi2fphxjqyb21nv",5.4,7.4,4,0.10810811,2,54.0,0,10.4,3.0
Hayden Hurst,CAR,10,2023,CHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qxvkvmi2fphxjqyb21nv",1.4,3.4,4,0.11764706,2,14.0,0,11.1,20.0
Irv Smith,CIN,1,2023,CLE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gvnnqr5kj0rtte3iw9mp",1.7,4.7,5,0.16129032,3,17.0,0,8.0,31.0
Irv Smith,CIN,2,2023,BAL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gvnnqr5kj0rtte3iw9mp",1.0,3.0,4,0.102564104,2,10.0,0,8.4,16.0
Irv Smith,CIN,6,2023,SEA,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gvnnqr5kj0rtte3iw9mp",0.5,1.5,2,0.057142857,1,5.0,0,9.5,10.0
Irv Smith,CIN,8,2023,SF,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gvnnqr5kj0rtte3iw9mp",0.5,4.5,4,0.125,4,25.0,0,8.3,14.0
Irv Smith,CIN,9,2023,BUF,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gvnnqr5kj0rtte3iw9mp",8.6,11.6,4,0.0952381,3,26.0,1,8.1,26.0
Irv Smith,CIN,10,2023,HOU,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gvnnqr5kj0rtte3iw9mp",0.6,1.6,1,0.025641026,1,6.0,0,11.0,15.0
Irv Smith,CIN,11,2023,BAL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gvnnqr5kj0rtte3iw9mp",0.0,0.0,1,0.032258064,0,0.0,0,8.4,16.0
Irv Smith,CIN,12,2023,PIT,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gvnnqr5kj0rtte3iw9mp",0.8,2.8,2,0.08,2,8.0,0,9.7,11.0
Irv Smith,CIN,15,2023,MIN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gvnnqr5kj0rtte3iw9mp",1.8,3.8,3,0.075,2,18.0,0,8.6,7.0
Foster Moreau,NO,2,2023,CAR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hfcik9okcbwsbhgoaljy",2.0,4.0,2,0.05882353,2,20.0,0,8.7,24.0
Foster Moreau,NO,5,2023,NE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hfcik9okcbwsbhgoaljy",6.6,7.6,1,0.04,1,6.0,1,7.6,12.0
Foster Moreau,NO,6,2023,HOU,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hfcik9okcbwsbhgoaljy",3.3,7.3,4,0.08695652,4,33.0,0,11.0,15.0
Foster Moreau,NO,7,2023,JAX,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hfcik9okcbwsbhgoaljy",3.3,6.3,4,0.0754717,3,33.0,0,10.9,28.0
Foster Moreau,NO,9,2023,CHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hfcik9okcbwsbhgoaljy",2.3,3.3,1,0.03125,1,23.0,0,11.1,20.0
Foster Moreau,NO,13,2023,DET,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hfcik9okcbwsbhgoaljy",2.8,4.8,2,0.06896552,2,28.0,0,10.7,23.0
Foster Moreau,NO,14,2023,CAR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hfcik9okcbwsbhgoaljy",0.8,2.8,2,0.09090909,2,8.0,0,8.7,24.0
Foster Moreau,NO,15,2023,NYG,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hfcik9okcbwsbhgoaljy",1.3,4.3,5,0.17857143,3,13.0,0,8.3,22.0
Foster Moreau,NO,16,2023,LA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hfcik9okcbwsbhgoaljy",1.3,2.3,2,0.05,1,13.0,0,,
Foster Moreau,NO,17,2023,TB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hfcik9okcbwsbhgoaljy",1.3,2.3,1,0.029411765,1,13.0,0,12.4,25.0
Foster Moreau,NO,18,2023,ATL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hfcik9okcbwsbhgoaljy",0.3,1.3,1,0.04,1,3.0,0,10.5,4.0
T.J. Hockenson,MIN,1,2023,TB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n9zhffstwzae8i5di6tk",3.5,11.5,9,0.20454545,8,35.0,0,12.4,25.0
T.J. Hockenson,MIN,2,2023,PHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n9zhffstwzae8i5di6tk",18.6,25.6,8,0.18604651,7,66.0,2,10.0,19.0
T.J. Hockenson,MIN,3,2023,LAC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n9zhffstwzae8i5di6tk",5.8,13.8,11,0.22916667,8,78.0,0,9.7,27.0
T.J. Hockenson,MIN,4,2023,CAR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n9zhffstwzae8i5di6tk",2.4,4.4,3,0.16666667,2,24.0,0,8.7,24.0
T.J. Hockenson,MIN,5,2023,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n9zhffstwzae8i5di6tk",5.1,10.1,8,0.17391305,5,51.0,0,7.8,32.0
T.J. Hockenson,MIN,6,2023,CHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n9zhffstwzae8i5di6tk",5.0,11.0,8,0.26666668,6,50.0,0,11.1,20.0
T.J. Hockenson,MIN,7,2023,SF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n9zhffstwzae8i5di6tk",8.6,19.6,12,0.27906978,11,86.0,0,8.3,14.0
T.J. Hockenson,MIN,8,2023,GB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n9zhffstwzae8i5di6tk",14.8,20.8,9,0.2647059,6,88.0,1,10.2,21.0
T.J. Hockenson,MIN,9,2023,ATL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n9zhffstwzae8i5di6tk",6.9,13.9,12,0.34285715,7,69.0,0,10.5,4.0
T.J. Hockenson,MIN,10,2023,NO,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n9zhffstwzae8i5di6tk",19.4,30.4,15,0.46875,11,134.0,1,9.5,17.0
T.J. Hockenson,MIN,11,2023,DEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n9zhffstwzae8i5di6tk",5.5,9.5,7,0.2413793,4,55.0,0,13.3,9.0
T.J. Hockenson,MIN,12,2023,CHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n9zhffstwzae8i5di6tk",11.0,16.0,6,0.2,5,50.0,1,11.1,20.0
T.J. Hockenson,MIN,14,2023,LV,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n9zhffstwzae8i5di6tk",5.3,10.3,8,0.24242425,5,53.0,0,8.9,18.0
T.J. Hockenson,MIN,15,2023,CIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n9zhffstwzae8i5di6tk",6.3,12.3,7,0.21875,6,63.0,0,12.0,5.0
T.J. Hockenson,MIN,16,2023,DET,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n9zhffstwzae8i5di6tk",5.8,9.8,4,0.114285715,4,58.0,0,10.7,23.0
Josh Oliver,MIN,1,2023,TB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwd3muzyjclgjlwwtdah",3.2,6.2,3,0.06818182,3,32.0,0,12.4,25.0
Josh Oliver,MIN,2,2023,PHI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwd3muzyjclgjlwwtdah",1.3,3.3,3,0.069767445,2,13.0,0,10.0,19.0
Josh Oliver,MIN,3,2023,LAC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwd3muzyjclgjlwwtdah",6.4,8.4,2,0.041666668,2,4.0,1,9.7,27.0
Josh Oliver,MIN,5,2023,KC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwd3muzyjclgjlwwtdah",-0.5,0.5,2,0.04347826,1,15.0,0,7.8,32.0
Josh Oliver,MIN,7,2023,SF,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwd3muzyjclgjlwwtdah",0.6,2.6,2,0.046511628,2,6.0,0,8.3,14.0
Josh Oliver,MIN,9,2023,ATL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwd3muzyjclgjlwwtdah",0.1,2.1,2,0.057142857,2,1.0,0,10.5,4.0
Josh Oliver,MIN,11,2023,DEN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwd3muzyjclgjlwwtdah",10.7,14.7,4,0.13793103,4,47.0,1,13.3,9.0
Josh Oliver,MIN,14,2023,LV,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwd3muzyjclgjlwwtdah",0.0,0.0,1,0.030303031,0,0.0,0,8.9,18.0
Josh Oliver,MIN,15,2023,CIN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwd3muzyjclgjlwwtdah",1.4,3.4,2,0.0625,2,14.0,0,12.0,5.0
Josh Oliver,MIN,16,2023,DET,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwd3muzyjclgjlwwtdah",3.3,4.3,2,0.057142857,1,33.0,0,10.7,23.0
Josh Oliver,MIN,17,2023,GB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwd3muzyjclgjlwwtdah",1.7,2.7,2,0.06451613,1,17.0,0,10.2,21.0
Josh Oliver,MIN,18,2023,DET,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwd3muzyjclgjlwwtdah",3.1,5.1,3,0.069767445,2,31.0,0,10.7,23.0
Trevon Wesco,TEN,2,2023,LAC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ptq3iidy6uyg3f31gjl5",0.0,0.0,1,0.041666668,0,0.0,0,9.7,27.0
Trevon Wesco,TEN,5,2023,IND,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ptq3iidy6uyg3f31gjl5",2.1,3.1,1,0.029411765,1,21.0,0,10.4,3.0
Trevon Wesco,TEN,13,2023,IND,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ptq3iidy6uyg3f31gjl5",0.0,0.0,1,0.030303031,0,0.0,0,10.4,3.0
Donald Parham,LAC,1,2023,MIA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v4ryz7edi35hnbogbqjt",8.2,11.2,3,0.09677419,3,22.0,1,9.9,30.0
Donald Parham,LAC,2,2023,TEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v4ryz7edi35hnbogbqjt",0.7,1.7,2,0.051282052,1,7.0,0,7.0,1.0
Donald Parham,LAC,3,2023,MIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v4ryz7edi35hnbogbqjt",12.4,14.4,2,0.041666668,2,4.0,2,8.6,7.0
Donald Parham,LAC,4,2023,LV,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v4ryz7edi35hnbogbqjt",0.0,0.0,1,0.041666668,0,0.0,0,8.9,18.0
Donald Parham,LAC,6,2023,DAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v4ryz7edi35hnbogbqjt",1.9,3.9,3,0.08108108,2,19.0,0,8.0,29.0
Donald Parham,LAC,7,2023,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v4ryz7edi35hnbogbqjt",0.9,1.9,3,0.1,1,9.0,0,7.8,32.0
Donald Parham,LAC,8,2023,CHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v4ryz7edi35hnbogbqjt",10.3,14.3,5,0.13157895,4,43.0,1,11.1,20.0
Donald Parham,LAC,9,2023,NYJ,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v4ryz7edi35hnbogbqjt",0.0,0.0,2,0.071428575,0,0.0,0,10.6,6.0
Donald Parham,LAC,10,2023,DET,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v4ryz7edi35hnbogbqjt",1.8,3.8,2,0.05,2,18.0,0,10.7,23.0
Donald Parham,LAC,11,2023,GB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v4ryz7edi35hnbogbqjt",5.7,9.7,6,0.16666667,4,57.0,0,10.2,21.0
Donald Parham,LAC,13,2023,NE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v4ryz7edi35hnbogbqjt",1.2,3.2,4,0.11111111,2,12.0,0,7.6,12.0
Donald Parham,LAC,14,2023,DEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v4ryz7edi35hnbogbqjt",1.1,2.1,2,0.048780486,1,11.0,0,13.3,9.0
Donald Parham,LAC,18,2023,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v4ryz7edi35hnbogbqjt",8.3,13.3,6,0.13333334,5,83.0,0,7.8,32.0
Jesper Horsted,LV,7,2023,CHI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mqbodeysdvvvuhkctewa",0.4,1.4,1,0.022222223,1,4.0,0,11.1,20.0
Drew Sample,CIN,3,2023,LA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xufsbdqfujdqnrnozhg4",0.7,1.7,1,0.02173913,1,7.0,0,,
Drew Sample,CIN,4,2023,TEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xufsbdqfujdqnrnozhg4",-0.1,0.9,1,0.037037037,1,-1.0,0,7.0,1.0
Drew Sample,CIN,6,2023,SEA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xufsbdqfujdqnrnozhg4",0.4,1.4,1,0.028571429,1,4.0,0,9.5,10.0
Drew Sample,CIN,8,2023,SF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xufsbdqfujdqnrnozhg4",0.0,0.0,1,0.03125,0,0.0,0,8.3,14.0
Drew Sample,CIN,9,2023,BUF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xufsbdqfujdqnrnozhg4",9.0,12.0,4,0.0952381,3,30.0,1,8.1,26.0
Drew Sample,CIN,10,2023,HOU,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xufsbdqfujdqnrnozhg4",1.2,3.2,3,0.07692308,2,12.0,0,11.0,15.0
Drew Sample,CIN,11,2023,BAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xufsbdqfujdqnrnozhg4",1.9,3.9,2,0.06451613,2,19.0,0,8.4,16.0
Drew Sample,CIN,12,2023,PIT,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xufsbdqfujdqnrnozhg4",7.1,8.1,1,0.04,1,11.0,1,9.7,11.0
Drew Sample,CIN,13,2023,JAX,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xufsbdqfujdqnrnozhg4",1.1,2.1,1,0.027027028,1,11.0,0,10.9,28.0
Drew Sample,CIN,14,2023,IND,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xufsbdqfujdqnrnozhg4",0.4,2.4,2,0.08,2,4.0,0,10.4,3.0
Drew Sample,CIN,15,2023,MIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xufsbdqfujdqnrnozhg4",0.0,0.0,1,0.025,0,0.0,0,8.6,7.0
Drew Sample,CIN,16,2023,PIT,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xufsbdqfujdqnrnozhg4",3.8,6.8,3,0.075,3,38.0,0,9.7,11.0
Drew Sample,CIN,17,2023,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xufsbdqfujdqnrnozhg4",2.1,5.1,4,0.12903225,3,21.0,0,7.8,32.0
Drew Sample,CIN,18,2023,CLE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xufsbdqfujdqnrnozhg4",0.7,2.7,2,0.071428575,2,7.0,0,8.0,31.0
Noah Fant,SEA,2,2023,DET,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w1gqasldrg3jumzdqjvy",5.6,9.6,4,0.10810811,4,56.0,0,10.7,23.0
Noah Fant,SEA,3,2023,CAR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w1gqasldrg3jumzdqjvy",4.1,8.1,5,0.14285715,4,41.0,0,8.7,24.0
Noah Fant,SEA,4,2023,NYG,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w1gqasldrg3jumzdqjvy",6.3,8.3,2,0.07692308,2,63.0,0,8.3,22.0
Noah Fant,SEA,6,2023,CIN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w1gqasldrg3jumzdqjvy",0.9,1.9,1,0.027027028,1,9.0,0,12.0,5.0
Noah Fant,SEA,7,2023,ARI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w1gqasldrg3jumzdqjvy",2.5,3.5,1,0.041666668,1,25.0,0,8.9,13.0
Noah Fant,SEA,8,2023,CLE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w1gqasldrg3jumzdqjvy",3.2,5.2,3,0.083333336,2,32.0,0,8.0,31.0
Noah Fant,SEA,9,2023,BAL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w1gqasldrg3jumzdqjvy",0.0,0.0,1,0.04,0,0.0,0,8.4,16.0
Noah Fant,SEA,10,2023,WAS,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w1gqasldrg3jumzdqjvy",0.6,2.6,3,0.071428575,2,6.0,0,8.1,2.0
Noah Fant,SEA,11,2023,LA,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w1gqasldrg3jumzdqjvy",0.4,1.4,2,0.05263158,1,4.0,0,,
Noah Fant,SEA,12,2023,SF,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w1gqasldrg3jumzdqjvy",2.5,4.5,2,0.074074075,2,25.0,0,8.3,14.0
Noah Fant,SEA,13,2023,DAL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w1gqasldrg3jumzdqjvy",4.3,7.3,4,0.10526316,3,43.0,0,8.0,29.0
Noah Fant,SEA,14,2023,SF,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w1gqasldrg3jumzdqjvy",3.5,5.5,4,0.12903225,2,35.0,0,8.3,14.0
Noah Fant,SEA,15,2023,PHI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w1gqasldrg3jumzdqjvy",1.6,4.6,5,0.15625,3,16.0,0,10.0,19.0
Noah Fant,SEA,17,2023,PIT,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w1gqasldrg3jumzdqjvy",5.9,10.9,6,0.18181819,5,59.0,0,9.7,11.0
Dawson Knox,BUF,1,2023,NYJ,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uazfj5l5vzow2oyfa1s6",2.5,5.5,4,0.102564104,3,25.0,0,10.6,6.0
Dawson Knox,BUF,2,2023,LV,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uazfj5l5vzow2oyfa1s6",7.0,10.0,5,0.1388889,3,10.0,1,8.9,18.0
Dawson Knox,BUF,3,2023,WAS,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uazfj5l5vzow2oyfa1s6",1.1,2.1,3,0.09375,1,11.0,0,8.1,2.0
Dawson Knox,BUF,4,2023,MIA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uazfj5l5vzow2oyfa1s6",1.2,2.2,1,0.04,1,12.0,0,9.9,30.0
Dawson Knox,BUF,5,2023,JAX,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uazfj5l5vzow2oyfa1s6",1.7,4.7,6,0.16666667,3,17.0,0,10.9,28.0
Dawson Knox,BUF,6,2023,NYG,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uazfj5l5vzow2oyfa1s6",1.7,4.7,6,0.20689656,3,17.0,0,8.3,22.0
Dawson Knox,BUF,7,2023,NE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uazfj5l5vzow2oyfa1s6",3.0,4.0,3,0.07692308,1,10.0,0,7.6,12.0
Dawson Knox,BUF,14,2023,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uazfj5l5vzow2oyfa1s6",3.6,6.6,3,0.083333336,3,36.0,0,7.8,32.0
Dawson Knox,BUF,16,2023,LAC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uazfj5l5vzow2oyfa1s6",2.6,4.6,2,0.0952381,2,26.0,0,9.7,27.0
Dawson Knox,BUF,18,2023,MIA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uazfj5l5vzow2oyfa1s6",8.2,10.2,3,0.08108108,2,22.0,1,9.9,30.0
Dawson Knox,BUF,19,2023,PIT,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uazfj5l5vzow2oyfa1s6",6.9,7.9,2,0.06666667,1,9.0,1,9.7,11.0
Dawson Knox,BUF,20,2023,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uazfj5l5vzow2oyfa1s6",0.4,1.4,1,0.027027028,1,4.0,0,7.8,32.0
Mitchell Wilcox,CIN,3,2023,LA,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cxh2vsypwniukuheewu0",1.0,3.0,3,0.06521739,2,10.0,0,,
Mitchell Wilcox,CIN,4,2023,TEN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cxh2vsypwniukuheewu0",0.7,1.7,1,0.037037037,1,7.0,0,7.0,1.0
Mitchell Wilcox,CIN,10,2023,HOU,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cxh2vsypwniukuheewu0",0.0,0.0,1,0.025641026,0,0.0,0,11.0,15.0
Mitchell Wilcox,CIN,12,2023,PIT,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cxh2vsypwniukuheewu0",0.1,1.1,1,0.04,1,1.0,0,9.7,11.0
Mitchell Wilcox,CIN,13,2023,JAX,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cxh2vsypwniukuheewu0",1.2,2.2,1,0.027027028,1,12.0,0,10.9,28.0
Mitchell Wilcox,CIN,14,2023,IND,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cxh2vsypwniukuheewu0",0.0,1.0,1,0.04,1,0.0,0,10.4,3.0
Mitchell Wilcox,CIN,15,2023,MIN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cxh2vsypwniukuheewu0",2.0,4.0,2,0.05,2,20.0,0,8.6,7.0
Mitchell Wilcox,CIN,16,2023,PIT,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cxh2vsypwniukuheewu0",0.6,1.6,1,0.025,1,6.0,0,9.7,11.0
Mitchell Wilcox,CIN,17,2023,KC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cxh2vsypwniukuheewu0",0.0,0.0,1,0.032258064,0,0.0,0,7.8,32.0
Giovanni Ricci,CAR,1,2023,ATL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bkm7rkwyqydrxenk3bbw",0.2,1.2,1,0.032258064,1,2.0,0,10.5,4.0
Sean McKeon,DAL,6,2023,LAC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hxwzrifzs1l10zu06h68",0.0,0.0,1,0.033333335,0,0.0,0,9.7,27.0
Sean McKeon,DAL,8,2023,LA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hxwzrifzs1l10zu06h68",0.0,0.0,1,0.029411765,0,0.0,0,,
Juwan Johnson,NO,1,2023,TEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pdsl9w3agc9uvjqpq1jy",3.6,6.6,5,0.15151516,3,36.0,0,7.0,1.0
Juwan Johnson,NO,2,2023,CAR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pdsl9w3agc9uvjqpq1jy",1.3,3.3,3,0.0882353,2,13.0,0,8.7,24.0
Juwan Johnson,NO,3,2023,GB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pdsl9w3agc9uvjqpq1jy",1.2,3.2,4,0.11764706,2,12.0,0,10.2,21.0
Juwan Johnson,NO,8,2023,IND,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pdsl9w3agc9uvjqpq1jy",0.5,1.5,2,0.06896552,1,5.0,0,10.4,3.0
Juwan Johnson,NO,9,2023,CHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pdsl9w3agc9uvjqpq1jy",8.9,13.9,5,0.15625,5,29.0,1,11.1,20.0
Juwan Johnson,NO,10,2023,MIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pdsl9w3agc9uvjqpq1jy",0.2,1.2,3,0.075,1,2.0,0,8.6,7.0
Juwan Johnson,NO,12,2023,ATL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pdsl9w3agc9uvjqpq1jy",4.5,8.5,7,0.1891892,4,45.0,0,10.5,4.0
Juwan Johnson,NO,13,2023,DET,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pdsl9w3agc9uvjqpq1jy",0.0,0.0,3,0.10344828,0,0.0,0,10.7,23.0
Juwan Johnson,NO,14,2023,CAR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pdsl9w3agc9uvjqpq1jy",1.0,3.0,3,0.13636364,2,10.0,0,8.7,24.0
